img1_path,img2_path,img1_breed,img2_breed,same_breed,label
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_75.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_92.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_133.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_7.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_125.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_134.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\havanese\train\havanese_112.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_55.jpg,havanese,havanese,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_126.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_55.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_37.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_151.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_180.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_8.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\havanese\train\havanese_80.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_154.jpg,havanese,havanese,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_84.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_1.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_108.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_4.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_191.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_37.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_87.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_153.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_57.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_178.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_48.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_128.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_64.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_25.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_23.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_87.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_45.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_17.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_148.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_72.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_128.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_124.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\havanese\train\havanese_15.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_29.jpg,havanese,havanese,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_10.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_109.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_143.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_105.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_28.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_109.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_12.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_73.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_43.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_125.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_170.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_166.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\boxer\train\boxer_146.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_47.jpg,boxer,boxer,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_118.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_203.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_20.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_56.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_104.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_69.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_129.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_193.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_24.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_175.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_153.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_179.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_49.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_7.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_97.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_93.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_91.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_33.jpg,Sphynx,Sphynx,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_56.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_174.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_158.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_4.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_133.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_58.jpg,Sphynx,Sphynx,True,1
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_66.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_74.jpg,wheaten_terrier,wheaten_terrier,True,1
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_228.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_174.jpg,Sphynx,Sphynx,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_166.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_34.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_183.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_38.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_177.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_121.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_123.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_68.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_111.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_150.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_139.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_55.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_69.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_53.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_198.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_125.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_8.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_178.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_172.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_109.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_6.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_92.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_35.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_45.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_109.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_57.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_87.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_32.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_10.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_105.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_80.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_2.jpg,keeshond,keeshond,True,1
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_140.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_47.jpg,leonberger,leonberger,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_39.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_42.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_14.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_88.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_147.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_58.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_85.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_64.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_128.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_135.jpg,keeshond,keeshond,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_75.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_185.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_81.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_37.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_60.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_96.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_141.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_118.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_79.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_13.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_130.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_198.jpg,wheaten_terrier,wheaten_terrier,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_173.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_134.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_186.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_97.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_75.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_84.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_193.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_133.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_127.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_59.jpg,miniature_pinscher,miniature_pinscher,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_185.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_74.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_137.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_157.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_68.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_105.jpg,keeshond,keeshond,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_156.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_28.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_155.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_115.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_5.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_193.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_180.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_112.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_49.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_168.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_22.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_128.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_121.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_115.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_104.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_59.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_80.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_14.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_62.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_126.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_10.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_105.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_143.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_134.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_161.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_78.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_182.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_158.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_128.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_60.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_2.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_175.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_33.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_6.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_115.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_60.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_195.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_97.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\boxer\train\boxer_46.jpg,(Preprocessed) breed_organized_with_images\boxer\train\boxer_121.jpg,boxer,boxer,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_96.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_19.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_92.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_49.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_247.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_14.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_90.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_181.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_3.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_132.jpg,Sphynx,Sphynx,True,1
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_82.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_183.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_82.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_72.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_64.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_112.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_182.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_18.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_185.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_37.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_53.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_133.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_131.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_19.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_34.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_64.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_32.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_96.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_107.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_67.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_82.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_27.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_157.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_173.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_108.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_10.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_113.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_18.jpg,Russian_Blue,Russian_Blue,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_82.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_159.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_48.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_47.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_87.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_107.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_105.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_108.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_57.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_138.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_105.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_33.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_35.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_104.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_134.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_105.jpg,leonberger,leonberger,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_135.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_188.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_15.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_60.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_124.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_136.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_28.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_190.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_174.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_46.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_7.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_190.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_121.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_129.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_52.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_92.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_173.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_149.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_55.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_49.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_65.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_75.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_53.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_57.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_86.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_55.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_171.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_73.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_154.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_157.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_1.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_64.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_47.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_43.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_50.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_82.jpg,shiba_inu,shiba_inu,True,1
